Keyword,Period,Year,Date,Hit_Cleaned,Hit
Nation,1946-1969,1947,1947-01-16,"Ich glaube fest daran, daß Deutschland in kommenden Generationen wieder seinen Platz einnehmen wird im Kreise der Nationen, andere Völker achtet und selbst geachtet wird.","Ich glaube fest daran, daß Deutschland in kommenden Generationen wieder seinen Platz einnehmen wird im Kreise der Nationen, andere Völker achtet und selbst geachtet wird."
Nation,1946-1969,1947,1947-07-17,"Der anglofranzösische Plan, der als Grundlage dienen soll für die Zusammenarbeit aller europäischen Staaten an einem gemeinsamen Wiederaufbau, wurde von Molotow auf der ersten Pariser Konferenz abgelehnt, weil er einen Eingriff in die Souveränität der beteiligten Nationen bedeute und daher undemokratisch sei.","Der anglofranzösische Plan, der als Grundlage dienen soll für die Zusammenarbeit aller europäischen Staaten an einem gemeinsamen Wiederaufbau, wurde von Molotow auf der ersten Pariser Konferenz abgelehnt, weil er einen Eingriff in die Souveränität der beteiligten Nationen bedeute und daher undemokratisch sei."
Nation,1946-1969,1947,1947-09-11,"[...] Er erinnert diejenigen, die Heute von jedem Deutschen verlangen, er hätte von vornherein den Nationalsozialismus und Adolf Hitlers Abgründigkeit übersehen müssen, daran, daß Churchill, der Meister der europäischen Politik, noch 1935 in seinem Buch ""Große Zeitgenossen"" sich über Hitler keineswegs im Klaren war, wenn er dort schreibt, daß man noch nicht sagen könne, ob Hitler die Welt einen neuen, alles vernichtenden Krieg stürzen - werde, oder ob er in die Geschichte eingehen werde als der Mann, der die ""große germanische Nation"" wieder in die erste Front der europäischen Völkerfamilie eingeordnet hat. [...]","[...] Er erinnert diejenigen, die Heute von jedem Deutschen verlangen, er hätte von vornherein den Nationalsozialismus und Adolf Hitlers Abgründigkeit übersehen müssen, daran, daß Churchill, der Meister der europäischen Politik, noch 1935 in seinem Buch ""Große Zeitgenossen"" sich über Hitler keineswegs im Klaren war, wenn er dort schreibt, daß man noch nicht sagen könne, ob Hitler die Welt einen neuen, alles vernichtenden Krieg stürzen - werde, oder ob er in die Geschichte eingehen werde als der Mann, der die ""große germanische Nation"" wieder in die erste Front der europäischen Völkerfamilie eingeordnet hat. [...]"
Nation,1946-1969,1947,1947-12-11,"Über dieses Schauspiel, das, anderswo bereits gespielt, im Theater am Schiffbauerdamm seine Berliner Erstaufführung erlebte, müßte eigentlich ein Amerikaner berichten; denn seine Nation wird in diesem russischen Drama aktiv als Partner und Gegenspieler der Russen eingesetzt; Die Deutschen stehen zwischen den beiden Mächten, Objekte, nicht Träger und Lenker der Handlung und des Geschehens, und schon darum ist eigentlich einer Von ihnen dafür nicht recht zuständig.","Über dieses Schauspiel, das, anderswo bereits gespielt, im Theater am Schiffbauerdamm seine Berliner Erstaufführung erlebte, müßte eigentlich ein Amerikaner berichten; denn seine Nation wird in diesem russischen Drama aktiv als Partner und Gegenspieler der Russen eingesetzt; Die Deutschen stehen zwischen den beiden Mächten, Objekte, nicht Träger und Lenker der Handlung und des Geschehens, und schon darum ist eigentlich einer Von ihnen dafür nicht recht zuständig."
Nation,1946-1969,1947,1947-01-30,Auch verloren die Griechen als seefahrende Nation den größten Teil ihrer Handelsflotte.,Auch verloren die Griechen als seefahrende Nation den größten Teil ihrer Handelsflotte.
Nation,1946-1969,1947,1947-04-10,"Senator Warren Austin, sprach am gleichen Tag von dem ""Fortschritt, den die Vereinten Nationen im ersten Jahre ihrer Arbeit auf amerikanischem Boden erzielten"".","Senator Warren Austin, sprach am gleichen Tag von dem ""Fortschritt, den die Vereinten Nationen im ersten Jahre ihrer Arbeit auf amerikanischem Boden erzielten""."
Nation,1946-1969,1947,1947-03-27,"Osteuropa wird mehr geneigt sein, dem Westen Freundschaft und Verständnis entgegenzubringen, wenn dieser einen eigenen Willen an den Tag legt und auch den Mut hat, seine Interessen zu verfolgen, ohne sich durch andere behindern zu lassen - natürlich innerhalb der Charta der Vereinten Nationen.","Osteuropa wird mehr geneigt sein, dem Westen Freundschaft und Verständnis entgegenzubringen, wenn dieser einen eigenen Willen an den Tag legt und auch den Mut hat, seine Interessen zu verfolgen, ohne sich durch andere behindern zu lassen - natürlich innerhalb der Charta der Vereinten Nationen."
Nation,1946-1969,1947,1947-11-27,"Nicht umsonst ist es die mit so viel Nachdruck verfochtene und von dem Linkssozialisten Nenul aufgegriffene These Togliattis, daß es für Italien eine Neutralität ""zwischen den beiden Blöcken mit den friedliebenden Mächten auf der einen, den kriegerischen Nationen auf - der anderen Seite"" nicht geben könne, sondern nur eine klare Wahl der ""friedlichen"" Seite.","Nicht umsonst ist es die mit so viel Nachdruck verfochtene und von dem Linkssozialisten Nenul aufgegriffene These Togliattis, daß es für Italien eine Neutralität ""zwischen den beiden Blöcken mit den friedliebenden Mächten auf der einen, den kriegerischen Nationen auf - der anderen Seite"" nicht geben könne, sondern nur eine klare Wahl der ""friedlichen"" Seite."
Nation,1946-1969,1947,1947-10-02,"Noch nämlich, sind die internationalen Konferenzen kein Beweis, daß die verantwortlichen Männer das Wir-Bewußtsein der Nationen ausschlaggebendersein lassen als ihr, den Frieden der Welt erneut gefährdendes, Verkapseltsein ins nationale Ich.","Noch nämlich, sind die internationalen Konferenzen kein Beweis, daß die verantwortlichen Männer das Wir-Bewußtsein der Nationen ausschlaggebendersein lassen als ihr, den Frieden der Welt erneut gefährdendes, Verkapseltsein ins nationale Ich."
Nation,1946-1969,1947,1947-08-07,"Nationen bezwecken, den Frieden und die Sicherheit unter den Staaten aufrechtzuerhalten und deshalb gemeinsam wirksame Maßnahmen zu treffen, um Bedrohungen des Friedens vorzubeugen oder solche zu verhindern, und um Angriffe und andere, friedensbrecherische Handlungen zu unterdrücken.""","Nationen bezwecken, den Frieden und die Sicherheit unter den Staaten aufrechtzuerhalten und deshalb gemeinsam wirksame Maßnahmen zu treffen, um Bedrohungen des Friedens vorzubeugen oder solche zu verhindern, und um Angriffe und andere, friedensbrecherische Handlungen zu unterdrücken."""
Nation,1946-1969,1947,1947-01-23,"Der französischen Nation oder doch ihrem überwiegenden Teil schien die Rückkehr Napoleons in den ""hundert Tagen"" als eine Erlösung von schmachvoller Regierung oder gar Fremdherrschaft - sie entsprach keineswegs den Möglichkeiten der europäischen Kräfteverhältnisse.","Der französischen Nation oder doch ihrem überwiegenden Teil schien die Rückkehr Napoleons in den ""hundert Tagen"" als eine Erlösung von schmachvoller Regierung oder gar Fremdherrschaft - sie entsprach keineswegs den Möglichkeiten der europäischen Kräfteverhältnisse."
Nation,1946-1969,1947,1947-01-02,"Weil wir eine in historischen Landschaften reich nuancierte Nation sind, liegt es nahe, dieser Tradition mit weitgehender Selbstverwaltung deutscher Länder Rechnung zu tragen, und zwar mit einer in hohem Grade. garantierten Selbstverwaltung, wie dies für den Bundesstaat kennzeichnend ist.","Weil wir eine in historischen Landschaften reich nuancierte Nation sind, liegt es nahe, dieser Tradition mit weitgehender Selbstverwaltung deutscher Länder Rechnung zu tragen, und zwar mit einer in hohem Grade. garantierten Selbstverwaltung, wie dies für den Bundesstaat kennzeichnend ist."
Nation,1946-1969,1947,1947-09-04,"Entweder werden auf der Export-Messe nur solche Erzeugnisse gezeigt, die zwar von dem in jeder Hinsicht ausgehungerten deutschen Staatsbürger mit Tantalusqualen betrachtet, vom Ausland aber vollkommen übergangen werden, oder die deutsche Industrie faßt in ihrer Not nach einem Augenblickserfolg, setzt ihren letzten Besitz, ihre ungeschützten Erfindungen, in der Hoffnung auf Exportgeschäfte ein, um sich dann alsbald der enttäuschenden Erkenntnis gegenüber zu sehen, lediglich unbezahlter Lehrer fremder Nationen gewesen und einer Fata Morgana nachgelaufen zu sein.","Entweder werden auf der Export-Messe nur solche Erzeugnisse gezeigt, die zwar von dem in jeder Hinsicht ausgehungerten deutschen Staatsbürger mit Tantalusqualen betrachtet, vom Ausland aber vollkommen übergangen werden, oder die deutsche Industrie faßt in ihrer Not nach einem Augenblickserfolg, setzt ihren letzten Besitz, ihre ungeschützten Erfindungen, in der Hoffnung auf Exportgeschäfte ein, um sich dann alsbald der enttäuschenden Erkenntnis gegenüber zu sehen, lediglich unbezahlter Lehrer fremder Nationen gewesen und einer Fata Morgana nachgelaufen zu sein."
Nation,1946-1969,1947,1947-12-04,"Die Vollversammlung der Vereinten Nationen hat der vorgeschlagenen Teilung Palästinas in einen jüdischen und einen arabischen Staat mit 33 gegen 13 Stimmen bei 10 Stimmenthaltungen zugestimmt,","Die Vollversammlung der Vereinten Nationen hat der vorgeschlagenen Teilung Palästinas in einen jüdischen und einen arabischen Staat mit 33 gegen 13 Stimmen bei 10 Stimmenthaltungen zugestimmt,"
Nation,1946-1969,1947,1947-08-07,"Was auf genaue Kenntnis der alten Sprachen, die heute bei uns mit dem humanistischen Gymnasium verlorenzugehen droht, gegründete Humanität und was verstehende Aufgeschlossenheit für andere Nationen, zu der die Fähigkeit im heutigen Europa abzusterben scheint, menschlich und geistig bedeuten, das steht uns noch in der großen Persönlichkeit Jacob Burckhardts vor Augen.","Was auf genaue Kenntnis der alten Sprachen, die heute bei uns mit dem humanistischen Gymnasium verlorenzugehen droht, gegründete Humanität und was verstehende Aufgeschlossenheit für andere Nationen, zu der die Fähigkeit im heutigen Europa abzusterben scheint, menschlich und geistig bedeuten, das steht uns noch in der großen Persönlichkeit Jacob Burckhardts vor Augen."
Nation,1946-1969,1947,1947-05-29,"Es ist uns bekannt, daß die Schifffahrt der USA, im Gegensatz zu fast alles europäischen Nationen, weitestgehend aus der staatlichen Lenkung herausgenommen worden ist.","Es ist uns bekannt, daß die Schifffahrt der USA, im Gegensatz zu fast alles europäischen Nationen, weitestgehend aus der staatlichen Lenkung herausgenommen worden ist."
Nation,1946-1969,1947,1947-02-27,"Die Donauländer seien der Absicht, erklärte kürzlich der Sender Moskau, sie seien selbst imstande, ein Donaustatut zu schaffen, das die Rechte aller Nationen festlegt. schaffen, versuchten die USA und Einfand, so heißt es weiter in dem Kommentar, wirtschaftliche Pressionen, auf die kleinen Donaustetten auszuüben"".","Die Donauländer seien der Absicht, erklärte kürzlich der Sender Moskau, sie seien selbst imstande, ein Donaustatut zu schaffen, das die Rechte aller Nationen festlegt. schaffen, versuchten die USA und Einfand, so heißt es weiter in dem Kommentar, wirtschaftliche Pressionen, auf die kleinen Donaustetten auszuüben""."
Nation,1946-1969,1948,1948-12-23,"Als politische Dachorganisationen, die die Beziehungen unter den Nationen unterhalten, spielen beide eine bedeutende Rolle.","Als politische Dachorganisationen, die die Beziehungen unter den Nationen unterhalten, spielen beide eine bedeutende Rolle."
Nation,1946-1969,1948,1948-01-29,"Er forderte Frankreich auf, seinen""tausendjährigen Streit"" mit Deutschland zu vergessen und das deutsche Volk in die Gemeinschaft der Nationen zurückzufahren.","Er forderte Frankreich auf, seinen""tausendjährigen Streit"" mit Deutschland zu vergessen und das deutsche Volk in die Gemeinschaft der Nationen zurückzufahren."
Nation,1946-1969,1948,1948-05-06,"General Robertson hat in seiner viel beachteten Rede in Düsseldorf am 7. April leider zu dieser wirtschaftlichsozial und politisch-psychologisch gleich entscheidenden Frage kein Wort gesagt; General Bishop, der stellvertretende Gouverneur von Nordrhein-Westfalen, erklärte zwei Tage später in einer Pressebesprechung auf eine Anfrage, das deutsche Volk werde durch Demontage und Reparationen in die Lage versetzt, wieder in die Gemeinschaft der Nationen einzutreten.","General Robertson hat in seiner viel beachteten Rede in Düsseldorf am 7. April leider zu dieser wirtschaftlichsozial und politisch-psychologisch gleich entscheidenden Frage kein Wort gesagt; General Bishop, der stellvertretende Gouverneur von Nordrhein-Westfalen, erklärte zwei Tage später in einer Pressebesprechung auf eine Anfrage, das deutsche Volk werde durch Demontage und Reparationen in die Lage versetzt, wieder in die Gemeinschaft der Nationen einzutreten."
Nation,1946-1969,1948,1948-05-13,"Da auch in den norwegischen Unternehmungen des Walfangs britische Gelder investiert sind, dürfte unter den Expeditionen das britische Kapital hervorragend beteiligt sein und für beide Nationen die Monopolstellung sichern.","Da auch in den norwegischen Unternehmungen des Walfangs britische Gelder investiert sind, dürfte unter den Expeditionen das britische Kapital hervorragend beteiligt sein und für beide Nationen die Monopolstellung sichern."
Nation,1946-1969,1948,1948-04-15,"Die Befürchtung, Spanien könne mit Unterstützung europäischer Großmächte eine Wiedergewinnung der verlorenen Kolonien versuchen und damit die junge Existenz der soeben unabhängig gewordenen iberoamerikanischen Nationen bedrohen, Wurde zur treibenden Kraft für ein engeres defensives Zusammengehen.","Die Befürchtung, Spanien könne mit Unterstützung europäischer Großmächte eine Wiedergewinnung der verlorenen Kolonien versuchen und damit die junge Existenz der soeben unabhängig gewordenen iberoamerikanischen Nationen bedrohen, Wurde zur treibenden Kraft für ein engeres defensives Zusammengehen."
Nation,1946-1969,1948,1948-11-25,"Aber die Vertreter Israels werden doch gehört, obgleich ihr Staat auch nicht allgemein anerkannt ist und schon deshalb kein Mitglied der Vereinten Nationen sein kann.","Aber die Vertreter Israels werden doch gehört, obgleich ihr Staat auch nicht allgemein anerkannt ist und schon deshalb kein Mitglied der Vereinten Nationen sein kann."
Nation,1946-1969,1948,1948-04-01,"Es steht uns nicht an, als Angehörige einer ehemaligen Nation, die sich in jüngster Vergangenheit gewisser Bücherverbrennungen schuldig machte, das Urteil des norwegischen Gerichte zu kritisieren.","Es steht uns nicht an, als Angehörige einer ehemaligen Nation, die sich in jüngster Vergangenheit gewisser Bücherverbrennungen schuldig machte, das Urteil des norwegischen Gerichte zu kritisieren."
Nation,1946-1969,1948,1948-03-18,"Die deutsche Einheit war sein persönliches Werk, nicht eine Tat der Nation.","Die deutsche Einheit war sein persönliches Werk, nicht eine Tat der Nation."
Nation,1946-1969,1948,1948-09-30,"Es ist eine bisher kaum beachtete Tatsache, daß die beiden Nationen, die durch ihre Arbeitsleistung hervorragten, Deutschland und USA, auch den weitaus höchsten Schweinefleischverbrauch hatten.","Es ist eine bisher kaum beachtete Tatsache, daß die beiden Nationen, die durch ihre Arbeitsleistung hervorragten, Deutschland und USA, auch den weitaus höchsten Schweinefleischverbrauch hatten."
Nation,1946-1969,1949,1949-11-10,"Carlos Romulo, der Präsident der Vollversammlung, gab bekannt, daß die Sitzungen der Vereinten Nationen vom 7. November an täglich drei Stunden in ein Fernsehprogramm aufgenommen werden.","Carlos Romulo, der Präsident der Vollversammlung, gab bekannt, daß die Sitzungen der Vereinten Nationen vom 7. November an täglich drei Stunden in ein Fernsehprogramm aufgenommen werden."
Nation,1946-1969,1949,1949-10-27,"Mütter aller Nationen und alle weiblichen Wesen, die mütterlichen Herzens sind, verbindet die Liebe und Sorge um das, was ihnen teurer ist als ihr eigenes Leben: das Leben ihrer Angehörigen und der Bestand des Heimes.","Mütter aller Nationen und alle weiblichen Wesen, die mütterlichen Herzens sind, verbindet die Liebe und Sorge um das, was ihnen teurer ist als ihr eigenes Leben: das Leben ihrer Angehörigen und der Bestand des Heimes."
Nation,1946-1969,1949,1949-09-08,"So wie ich den Stand des Atomenergieprogramms unserer Nation überblicke, bin ich des festen Glaubens, daß das Volk der Vereinigten Staaten und alle, die sich auf die Stärke unserer Nation verlassen, Grund zu Beruhigung und zum Glauben haben.","So wie ich den Stand des Atomenergieprogramms unserer Nation überblicke, bin ich des festen Glaubens, daß das Volk der Vereinigten Staaten und alle, die sich auf die Stärke unserer Nation verlassen, Grund zu Beruhigung und zum Glauben haben."
Nation,1946-1969,1949,1949-09-08,"Wir werden aber niemals erleben, daß die Deutschen ihr Gewicht in die Waagschale des Friedens werfen, wenn wir ihnen nicht mit jener Großmut begeben auf die wir als Sieger und als große Nation ein Vorrecht haben.","Wir werden aber niemals erleben, daß die Deutschen ihr Gewicht in die Waagschale des Friedens werfen, wenn wir ihnen nicht mit jener Großmut begeben auf die wir als Sieger und als große Nation ein Vorrecht haben."
Nation,1946-1969,1949,1949-02-17,"Der französische Delegierte Garreau hat den Treuhänderrat der Vereinten Nationen aufgefordert, keine Anträge von Deutschen mehr zu bearbeiten, die in die ehemalig deutschen, heute unter UNO-Treuhänderschaft stehenden Kolonien zurückkehren wollen.","Der französische Delegierte Garreau hat den Treuhänderrat der Vereinten Nationen aufgefordert, keine Anträge von Deutschen mehr zu bearbeiten, die in die ehemalig deutschen, heute unter UNO-Treuhänderschaft stehenden Kolonien zurückkehren wollen."
Nation,1946-1969,1949,1949-02-17,"Es wird bei uns heute keinen nüchtern denkenden Menschen mehr geben, der irgendwelche alte koloniale Ansprüche Deutschlands befürwortet, nicht etwa, weil er glaubte, wir verstünden mit den Eingeborenen besonders-schlecht umzugehen - das haben wir genau so schlecht und recht verstanden wie viele andere europäische Nationen - sondern weil er weiß, daß die Zeiten, in denen Europa noch in der Lage war, den afrikanischen Erdteil als nichts als ein Kolonialgebiet zu betrachten, endgültig vorbei sind.","Es wird bei uns heute keinen nüchtern denkenden Menschen mehr geben, der irgendwelche alte koloniale Ansprüche Deutschlands befürwortet, nicht etwa, weil er glaubte, wir verstünden mit den Eingeborenen besonders-schlecht umzugehen - das haben wir genau so schlecht und recht verstanden wie viele andere europäische Nationen - sondern weil er weiß, daß die Zeiten, in denen Europa noch in der Lage war, den afrikanischen Erdteil als nichts als ein Kolonialgebiet zu betrachten, endgültig vorbei sind."
Nation,1946-1969,1949,1949-04-07,"Der australische Außenminister, Dr. Evatt, der den Vorsitz führt, meinte, er sei zuversichtlich, ""daß die Organisation der Vereinten Nationen das geeignete Organ für die Errichtung des Weltfriedens sei"".","Der australische Außenminister, Dr. Evatt, der den Vorsitz führt, meinte, er sei zuversichtlich, ""daß die Organisation der Vereinten Nationen das geeignete Organ für die Errichtung des Weltfriedens sei""."
Nation,1946-1969,1949,1949-02-10,"Es ist zwar keineswegs so, daß wir im Mittelpunkt der Weltpolitik ständen, es gibt anderes, was augenblicklich die Staatsmänner der großen Nationen stärker bewegt.","Es ist zwar keineswegs so, daß wir im Mittelpunkt der Weltpolitik ständen, es gibt anderes, was augenblicklich die Staatsmänner der großen Nationen stärker bewegt."
Nation,1946-1969,1949,1949-02-03,"Eine Nation dauert durch alles Unheil und durch alle fast vernichtenden Rückschläge fort, wenn es ihr gelungen ist, eine der Eigenart ihres Wesens und ihrer Umwelt gemäße Lebensform, vor allem aber - noch weit wichtiger - einen - geschlossenen menschlichen Typus zu entwickeln.","Eine Nation dauert durch alles Unheil und durch alle fast vernichtenden Rückschläge fort, wenn es ihr gelungen ist, eine der Eigenart ihres Wesens und ihrer Umwelt gemäße Lebensform, vor allem aber - noch weit wichtiger - einen - geschlossenen menschlichen Typus zu entwickeln."
Nation,1946-1969,1949,1949-12-15,Denn die Überzahl und damit das parlamentarische Übergewicht der farbigen oder nicht abendländischen Nationen ist ein unabänderliches Faktum und liegt wie ein Schatten über der Zukunft der alten Welt.,Denn die Überzahl und damit das parlamentarische Übergewicht der farbigen oder nicht abendländischen Nationen ist ein unabänderliches Faktum und liegt wie ein Schatten über der Zukunft der alten Welt.
Nation,1946-1969,1949,1949-11-03,"Die himmelschreiende, eines reichen Landes so unwürdige Wohnungsnot, die von Calais bis Marseille festzustellen ist - um nur dies eine Übel zu nennen! -, hat die Nation einzig den Sozialisten zu verdanken, denn diese haben die demagogischen, von den Kommunisten eingebrachten Gesetze, die den privaten Wohnungsbau und den Unterhalt bestehender Häuser unmöglich machten, unterstützt.","Die himmelschreiende, eines reichen Landes so unwürdige Wohnungsnot, die von Calais bis Marseille festzustellen ist - um nur dies eine Übel zu nennen! -, hat die Nation einzig den Sozialisten zu verdanken, denn diese haben die demagogischen, von den Kommunisten eingebrachten Gesetze, die den privaten Wohnungsbau und den Unterhalt bestehender Häuser unmöglich machten, unterstützt."
Nation,1946-1969,1949,1949-12-15,"So, wie unter den heutigen Formen der parlamentarischen Demokratie das Gesetz der größeren Zahlen gilt und Quantität mehr bedeutet als Qualität, genau so werden wir es im internationalen Parlamentarismus à la UNO hinnehmen müssen, daß Mehrheitsbeschlüsse der Nationen verbindlich sind, auch wenn sie unseren westlichen Interessen entgegenstehen.","So, wie unter den heutigen Formen der parlamentarischen Demokratie das Gesetz der größeren Zahlen gilt und Quantität mehr bedeutet als Qualität, genau so werden wir es im internationalen Parlamentarismus à la UNO hinnehmen müssen, daß Mehrheitsbeschlüsse der Nationen verbindlich sind, auch wenn sie unseren westlichen Interessen entgegenstehen."
Nation,1946-1969,1949,1949-05-05,"Bei den Diskussionen der UNO-Vollversammlung über die Zukunft der italienischen Kolonien sind die Großmächte mit ihren Plänen auf starken und überraschenden Widerstand gestoßen die kleinen Nationen stellten, mit Ausnahme der südamerikanischen Länder, die Forderung auf Unabhängigkeit der Kolonial Völker oder, wenn diese nicht zu erreichen sei, auf eine gemischte Treuhandschaft von kleinen Mächten, die nur das eine Ziel verfolgen solle, möglichst schnell alle Voraussetzungen zur Übernahme der Verwaltung durch die Eingeborenen zu schaffen.","Bei den Diskussionen der UNO-Vollversammlung über die Zukunft der italienischen Kolonien sind die Großmächte mit ihren Plänen auf starken und überraschenden Widerstand gestoßen die kleinen Nationen stellten, mit Ausnahme der südamerikanischen Länder, die Forderung auf Unabhängigkeit der Kolonial Völker oder, wenn diese nicht zu erreichen sei, auf eine gemischte Treuhandschaft von kleinen Mächten, die nur das eine Ziel verfolgen solle, möglichst schnell alle Voraussetzungen zur Übernahme der Verwaltung durch die Eingeborenen zu schaffen."
Nation,1946-1969,1949,1949-03-03,"Und unter den apolitischen Grundsätzen"" von Brüssel findet sich die Forderung: ""Westdeutschland und, sobald das möglich sein wird, ganz Deutschland muß eingeladen werden, sich in die neue Gemeinschaft einzugliedern, in der die Bürger aller Nationen die gleichen Rechte und Pflichten haben werden.""","Und unter den apolitischen Grundsätzen"" von Brüssel findet sich die Forderung: ""Westdeutschland und, sobald das möglich sein wird, ganz Deutschland muß eingeladen werden, sich in die neue Gemeinschaft einzugliedern, in der die Bürger aller Nationen die gleichen Rechte und Pflichten haben werden."""
Nation,1946-1969,1949,1949-12-08,"Dieser Weg kann uns die stärkere Position nach alten Begriffen überhaupt nicht verschaffen, weil ja im europäischen Bunde ein Kräftespiel der Nationen gegeneinander sinnlos wird.","Dieser Weg kann uns die stärkere Position nach alten Begriffen überhaupt nicht verschaffen, weil ja im europäischen Bunde ein Kräftespiel der Nationen gegeneinander sinnlos wird."
Nation,1946-1969,1949,1949-04-28,"Sinnend blickten die Berliner Kaufleute auf die im Frühlingswind flatternde rote Flagge der UdSSR inmitten des Fahnenwaldes der Nationen und fragten sich, ob ihnen künftige internationale Gespräche wohl bald eine Erlösung aus ihrer exponierten Lage bringen würden.","Sinnend blickten die Berliner Kaufleute auf die im Frühlingswind flatternde rote Flagge der UdSSR inmitten des Fahnenwaldes der Nationen und fragten sich, ob ihnen künftige internationale Gespräche wohl bald eine Erlösung aus ihrer exponierten Lage bringen würden."
Nation,1946-1969,1949,1949-12-22,"""Es wird solange Blut in Europa fließen, bis die Nationen ihren fürchterlichen Wahnsinn gewahr werden, der sie im Kreise herumtreibt...","""Es wird solange Blut in Europa fließen, bis die Nationen ihren fürchterlichen Wahnsinn gewahr werden, der sie im Kreise herumtreibt..."
Nation,1946-1969,1949,1949-03-31,"""Die britische Regierung kann gewisse Industriezweige in Deutschland erst dann freigeben, wenn Deutschland in die Gemeinschaft der Nationen aufgenommen worden ist, und wenn ihm wieder Vertrauen entgegengebracht werden kann.""","""Die britische Regierung kann gewisse Industriezweige in Deutschland erst dann freigeben, wenn Deutschland in die Gemeinschaft der Nationen aufgenommen worden ist, und wenn ihm wieder Vertrauen entgegengebracht werden kann."""
Nation,1946-1969,1949,1949-05-19,"Wir wollen von den Menschenrechten, die die UNO proklamierte, und die ""für alle Völker und Nationen verbindlich"" seien, nicht mit jenem bitteren Lächeln sprechen, das uns Deutschen allzuleicht überkommt, wenn wir beispielsweise vernehmen:","Wir wollen von den Menschenrechten, die die UNO proklamierte, und die ""für alle Völker und Nationen verbindlich"" seien, nicht mit jenem bitteren Lächeln sprechen, das uns Deutschen allzuleicht überkommt, wenn wir beispielsweise vernehmen:"
Nation,1946-1969,1949,1949-01-13,"Natürlich spielten sie bald die Hauptrolle im Gefängnis, und ihr Schwabenstreich wurde von allen ""Nationen"" herzlich belacht.","Natürlich spielten sie bald die Hauptrolle im Gefängnis, und ihr Schwabenstreich wurde von allen ""Nationen"" herzlich belacht."
Nation,1946-1969,1950,1950-10-26,"Ferner sollen alle Mitglieder der Vereinten Nationen innerhalb ihrer nationalen Streitkräfte mobile Einheiten unterhalten, die zum sofortigen Einsatz für Maßnahmen der UNO bereitstehen.","Ferner sollen alle Mitglieder der Vereinten Nationen innerhalb ihrer nationalen Streitkräfte mobile Einheiten unterhalten, die zum sofortigen Einsatz für Maßnahmen der UNO bereitstehen."
Nation,1946-1969,1950,1950-12-07,"Man besteht in London darauf, daß der Einsatz der Atombombe eine Sache der Vereinten Nationen sei und nicht von einer alleinigen Entscheidung Trumans abhänge.","Man besteht in London darauf, daß der Einsatz der Atombombe eine Sache der Vereinten Nationen sei und nicht von einer alleinigen Entscheidung Trumans abhänge."
Nation,1946-1969,1950,1950-12-21,"Unterdessen hat die Generalversammlung der Vereinten Nationen mit 38 zu 5 Stimmen bei zwei Enthaltungen beschlossen, einen Koreaorden zu stiften, der an alle Soldaten verliehen werden soll, die im Auftrag der Vereinten Nationen auf der asiatischen Halbinsel kämpfen.","Unterdessen hat die Generalversammlung der Vereinten Nationen mit 38 zu 5 Stimmen bei zwei Enthaltungen beschlossen, einen Koreaorden zu stiften, der an alle Soldaten verliehen werden soll, die im Auftrag der Vereinten Nationen auf der asiatischen Halbinsel kämpfen."
Nation,1946-1969,1950,1950-01-05,": Israel Iieß~""dea Treuhänderscha ftsrar"" 3er ""fetinten Nationen wissen, es werde sich nicht %n dte :;: Fordrtihg des Rates kümtnernjsewte gieru ngsbehorclen aus Jerusalem zuiücffZttwefien, HakedÄ7em bildete am Mittwocheinnettes syrisches Kabinett, mit dem sowohl da ment alsauch die Atmee einverstanden sind ""Der Präsident der dominikanischen Republik, Raphaei Trutllo, ließ sich vom Kongreß des Landes; die"" Vollmacht geben jeder karibfechen Nation den Krieg zu erklären, die wissentlich dominikanischen Revolutionären Schutz Bewähre.",": Israel Iieß~""dea Treuhänderscha ftsrar"" 3er ""fetinten Nationen wissen, es werde sich nicht %n dte :;: Fordrtihg des Rates kümtnernjsewte gieru ngsbehorclen aus Jerusalem zuiücffZttwefien, HakedÄ7em bildete am Mittwocheinnettes syrisches Kabinett, mit dem sowohl da ment alsauch die Atmee einverstanden sind ""Der Präsident der dominikanischen Republik, Raphaei Trutllo, ließ sich vom Kongreß des Landes; die"" Vollmacht geben jeder karibfechen Nation den Krieg zu erklären, die wissentlich dominikanischen Revolutionären Schutz Bewähre."
Nation,1946-1969,1950,1950-06-08,"Aber da die Amerikaner in ihm mehr sehen als nur einen Militär, da sie ihm, wie die Deutschen einst Hindenburg, auf Grund seiner militärischen Leistung auch als Staatsmann vertrauen, und da er, wie Churchill in England, es zweifellos in Notzeichen fertigbrachte, Zuversicht und Opfergeist seines Volkes zu einfachen wie kein anderer - darum erscheint es nicht ausgeschlossen, daß Dwight D. Eisenhower eines Tages doch noch an die Spitze seiner Nation treten wird.","Aber da die Amerikaner in ihm mehr sehen als nur einen Militär, da sie ihm, wie die Deutschen einst Hindenburg, auf Grund seiner militärischen Leistung auch als Staatsmann vertrauen, und da er, wie Churchill in England, es zweifellos in Notzeichen fertigbrachte, Zuversicht und Opfergeist seines Volkes zu einfachen wie kein anderer - darum erscheint es nicht ausgeschlossen, daß Dwight D. Eisenhower eines Tages doch noch an die Spitze seiner Nation treten wird."
